Leetcode_completed,Project_1_score,Project_2_score,Project_3_score,Total_full_stack_projects,Years_of_experience,No_of_certifications,CGPA,Non_IT_student,Communication_Level,Salary
226,4.94,7.27,5.61,1,0.5,2,6.0,1,exceptional,871339
182,2.83,8.7,4.75,8,0.5,0,9.44,1,beginner,1076827
144,7.87,1.89,7.91,0,1.5,1,6.61,0,fluent,834587
83,3.97,4.01,1.34,4,2.0,4,5.07,1,exceptional,669186
239,5.14,9.48,3.11,0,0.5,1,9.22,0,beginner,941011
152,2.53,3.97,6.16,4,1.0,3,9.71,0,beginner,962897
248,9.88,1.25,6.91,7,0.5,1,8.28,1,expert,1118759
233,2.91,5.25,4.04,7,2.0,2,6.16,0,fluent,974450
139,7.71,1.09,8.75,10,1.0,5,6.26,1,fluent,1075659
233,4.27,2.03,4.15,7,0.5,2,7.33,1,fluent,937296
38,2.06,9.98,4.03,1,2.0,2,9.49,0,exceptional,858881
33,8.0,5.41,0.36,7,2.0,0,5.75,1,beginner,788263
64,3.34,2.84,5.51,4,0.5,2,9.13,0,expert,826472
261,8.65,9.95,7.09,0,2.0,1,6.46,0,fluent,1079299
305,9.15,9.67,1.14,6,1.5,5,9.04,1,expert,1347898
225,8.6,4.41,3.05,5,1.0,4,9.6,0,expert,1134582
270,0.35,2.6,7.81,4,1.5,2,7.14,0,beginner,939129
302,7.87,8.38,3.66,0,0.5,1,6.83,1,fluent,946799
259,4.11,7.16,2.42,0,1.5,0,9.01,0,expert,932396
28,8.74,6.87,6.72,5,0.5,0,7.65,1,fluent,904773
178,6.38,8.93,1.97,9,0.5,4,8.42,1,fluent,1154692
53,8.34,6.89,8.96,6,2.0,4,8.11,1,fluent,1128374
133,4.99,2.84,1.06,9,2.0,1,5.76,1,expert,808874
122,5.35,6.94,7.07,9,0.5,4,9.22,0,beginner,1170558
239,1.44,3.06,5.0,0,1.0,4,5.98,1,beginner,675807
317,7.84,7.59,8.7,8,1.0,0,9.66,0,expert,1397420
99,4.19,6.2,1.26,3,1.0,1,6.25,0,exceptional,666243
350,5.0,0.77,6.78,4,1.5,5,8.67,1,fluent,1178117
170,7.85,5.13,5.72,1,0.5,4,6.42,1,fluent,864374
152,5.99,3.43,4.8,9,2.0,1,6.59,1,beginner,1001394
66,2.01,3.29,4.91,7,1.5,2,6.55,0,expert,838040
65,5.9,6.02,7.22,1,1.5,0,8.74,1,expert,863425
58,4.08,3.22,9.38,2,2.0,5,7.78,0,exceptional,908129
41,4.7,7.77,0.91,8,0.5,0,9.41,1,exceptional,915639
189,0.28,0.71,0.2,1,1.5,0,6.54,1,beginner,517910
177,2.1,6.6,8.06,5,0.5,3,8.46,0,exceptional,1007539
100,2.81,8.09,1.08,3,0.5,1,8.76,0,exceptional,812470
111,7.13,6.73,9.87,6,0.5,2,5.76,1,expert,993134
141,0.11,4.97,6.19,5,2.0,4,7.0,1,expert,869119
51,4.09,9.5,6.51,9,0.5,2,7.41,1,exceptional,1500000
337,9.24,3.0,1.99,8,1.5,1,6.78,0,beginner,1149733
311,1.12,0.19,2.4,8,2.0,0,6.61,1,exceptional,979512
158,5.16,4.32,6.59,9,2.0,3,8.43,1,beginner,1153142
243,7.87,0.33,9.1,3,1.5,1,6.08,0,exceptional,952996
192,9.43,9.54,9.82,0,2.0,5,8.55,1,expert,1181803
122,7.47,2.1,1.98,1,1.5,5,9.68,0,expert,904592
292,7.21,7.89,1.34,7,1.0,1,7.83,0,beginner,1134478
261,8.26,7.75,0.56,9,1.5,4,8.06,1,exceptional,1243222
333,4.46,2.18,8.68,7,2.0,2,5.34,1,exceptional,1125173
197,8.06,6.21,2.95,1,1.5,2,9.32,0,beginner,1009263
214,0.08,0.48,0.02,3,1.0,4,6.43,0,exceptional,671795
146,9.25,4.84,2.24,0,0.5,3,8.08,1,fluent,830270
70,4.43,0.15,3.4,6,0.5,0,9.9,0,expert,798729
88,5.53,9.21,9.91,3,0.5,0,7.98,0,expert,953207
154,2.55,9.76,5.24,10,2.0,5,8.62,1,beginner,1272418
334,7.43,2.22,2.05,7,1.0,3,7.23,0,exceptional,1111901
217,0.77,2.08,3.35,8,1.5,4,5.3,0,beginner,883755
331,8.73,7.54,3.3,8,1.5,1,8.99,0,fluent,1360644
205,8.28,2.53,0.2,2,1.5,2,5.17,0,exceptional,771435
316,2.16,8.95,1.35,4,1.5,1,8.5,0,fluent,1033538
306,8.09,5.74,6.95,5,2.0,2,5.11,0,beginner,1119325
53,7.86,3.51,1.2,5,2.0,1,9.31,1,expert,903917
173,6.32,8.33,2.31,9,1.0,4,5.79,1,fluent,1065143
291,3.74,4.93,3.51,7,1.5,4,7.57,1,exceptional,1155467
320,2.71,9.12,7.58,5,0.5,3,7.99,1,beginner,1186012
35,2.32,9.28,5.82,5,2.0,1,7.29,0,beginner,860056
188,3.19,1.65,6.89,3,1.0,1,6.7,1,beginner,808387
137,9.04,0.02,5.67,6,1.0,3,7.34,0,expert,935105
211,0.78,9.84,6.84,7,2.0,3,6.56,1,beginner,1108149
319,8.29,9.06,0.03,2,0.5,4,7.19,0,beginner,1079427
256,3.49,0.55,9.31,6,0.5,4,6.79,1,expert,1009008
251,5.22,8.33,1.11,2,1.5,5,7.83,0,beginner,965084
334,7.94,4.58,4.06,7,2.0,1,6.19,1,beginner,1147550
122,8.84,2.59,7.71,0,0.5,4,9.94,1,fluent,967833
79,3.45,8.79,4.35,0,2.0,4,7.5,1,beginner,799414
135,4.62,1.97,9.47,5,1.0,1,5.97,1,expert,886575
176,4.15,9.47,4.68,9,1.0,3,7.39,1,fluent,1110512
270,0.13,2.06,8.75,8,1.0,1,9.33,0,beginner,1088567
93,2.96,6.14,8.11,3,2.0,0,5.11,1,expert,780924
336,4.59,2.23,9.81,5,1.5,1,8.4,0,exceptional,1237353
313,4.11,5.46,9.27,4,1.5,0,7.74,1,beginner,1106162
274,7.22,6.84,8.98,0,0.5,1,5.85,1,exceptional,926125
60,3.85,1.9,7.32,5,2.0,0,9.09,1,fluent,921985
263,4.89,5.21,3.67,8,1.5,0,6.84,0,expert,1081150
172,4.3,4.69,1.06,2,2.0,1,6.47,1,fluent,765131
251,7.41,0.71,6.89,10,1.5,5,9.14,1,exceptional,1273240
268,8.63,8.18,9.79,2,1.0,4,8.19,0,exceptional,1254054
225,5.32,3.36,7.27,1,1.0,2,9.49,0,exceptional,997416
178,7.89,5.75,9.29,3,0.5,4,8.15,0,expert,1067388
97,2.97,5.15,8.04,9,1.0,0,8.7,0,exceptional,1062483
225,5.41,5.13,1.63,2,1.5,1,9.18,1,exceptional,907572
320,3.45,1.07,2.49,1,0.5,1,5.27,0,expert,688877
41,4.14,4.23,3.42,0,0.5,1,8.88,0,exceptional,676295
153,7.32,4.52,1.68,2,1.0,1,8.07,1,beginner,789421
241,8.82,7.34,5.82,9,2.0,5,5.35,0,exceptional,1279101
85,1.21,8.4,9.75,5,1.0,2,7.54,0,expert,960863
128,6.35,5.45,7.61,8,1.0,3,5.41,0,exceptional,1022032
66,5.82,0.87,4.23,10,0.5,0,8.68,1,expert,918310
49,1.18,2.37,0.05,4,1.0,2,7.73,0,exceptional,615696
63,2.12,1.65,3.13,2,1.5,4,9.77,0,beginner,702825
315,3.11,1.25,5.27,4,0.5,3,5.92,0,expert,878156
155,1.67,3.66,3.24,4,1.0,3,8.03,1,expert,797953
253,2.44,2.29,1.11,4,2.0,1,6.06,1,expert,790853
132,2.68,2.18,4.43,6,1.5,2,8.07,0,expert,886697
196,3.36,0.55,2.53,4,2.0,4,8.61,1,exceptional,913099
126,7.49,0.18,9.09,6,1.5,1,8.61,0,exceptional,989744
36,5.72,1.03,1.02,8,2.0,1,9.08,1,beginner,861074
299,9.86,1.72,0.49,4,1.0,5,9.27,1,beginner,1074020
125,4.15,4.31,0.05,1,1.5,0,5.39,0,exceptional,576031
68,7.54,5.11,3.28,4,0.5,3,6.72,0,fluent,817451
329,8.71,1.41,6.6,7,0.5,4,8.44,0,expert,1195720
41,6.79,4.25,7.3,3,2.0,3,7.49,1,exceptional,868971
81,4.12,3.42,4.53,1,2.0,2,5.95,0,beginner,712193
335,7.54,1.83,6.84,9,2.0,0,7.76,1,expert,1272813
327,2.04,0.07,3.6,2,1.5,1,7.04,1,beginner,790719
36,3.28,4.67,6.68,8,0.5,0,6.95,0,fluent,825570
342,5.47,6.86,0.41,8,1.0,1,9.05,1,expert,1193940
104,5.75,2.26,3.91,7,1.5,0,7.04,1,fluent,850256
240,0.22,1.32,7.91,7,2.0,1,5.13,0,fluent,916756
288,9.45,8.87,8.03,7,0.5,3,5.29,1,fluent,1224903
173,6.97,2.75,7.16,7,2.0,3,9.28,1,exceptional,1188447
105,4.96,2.24,2.04,7,1.0,3,9.8,0,beginner,920604
239,9.33,8.57,2.47,0,1.0,3,8.44,0,expert,1014389
222,4.39,8.17,9.96,5,0.5,0,6.82,0,exceptional,1057532
224,9.8,4.48,1.03,8,1.5,1,9.69,1,beginner,1189608
49,5.12,4.89,1.81,7,1.0,3,8.31,1,exceptional,894735
113,1.14,2.18,1.3,2,1.0,0,9.22,1,beginner,646275
292,7.65,0.78,3.28,10,1.0,1,8.83,0,expert,1188679
167,6.79,5.73,2.1,0,1.0,0,6.9,1,expert,745676
83,7.73,0.98,4.98,1,2.0,5,7.39,1,expert,806285
50,9.51,4.49,4.76,10,2.0,3,5.93,1,expert,1071511
71,7.76,9.4,9.02,1,1.5,2,6.46,0,beginner,918012
312,6.11,9.53,0.35,6,0.5,0,8.89,0,exceptional,1128854
290,8.57,2.39,3.2,5,0.5,3,9.47,0,expert,1129957
40,6.73,6.24,5.97,10,0.5,4,8.62,1,expert,1084624
223,4.08,4.74,6.05,1,1.0,1,7.33,1,expert,863697
306,8.86,8.76,4.8,7,2.0,5,5.43,0,fluent,1300328
110,2.22,2.71,8.16,8,2.0,3,5.28,0,expert,913326
274,7.15,0.04,0.63,6,1.5,4,6.87,1,expert,960791
294,8.82,1.63,8.15,3,0.5,0,7.32,0,beginner,1000557
141,7.31,3.5,4.95,0,2.0,0,8.05,1,fluent,845892
31,6.97,3.16,1.34,3,1.5,4,5.03,0,beginner,637650
161,7.53,7.91,8.86,3,0.5,5,9.95,0,exceptional,1192304
200,4.65,6.81,6.49,7,1.0,4,6.82,0,fluent,1067591
339,8.74,3.0,1.64,3,2.0,1,9.24,1,beginner,1114304
239,2.03,4.58,0.34,3,2.0,0,7.67,0,beginner,825475
106,1.27,0.96,1.41,1,0.5,4,5.65,1,exceptional,480607
247,2.86,8.98,6.09,9,1.0,2,8.99,0,exceptional,1304149
127,5.32,9.35,1.79,6,1.0,2,8.55,0,expert,1017707
297,5.11,9.8,2.26,3,2.0,4,7.64,1,expert,1120416
38,8.21,8.69,0.25,10,0.5,1,7.57,1,fluent,959006
183,4.05,1.74,7.23,5,1.5,0,5.44,0,fluent,829766
176,4.84,0.46,8.1,2,2.0,2,8.28,1,exceptional,953115
132,0.13,5.8,7.97,6,1.0,4,9.56,0,fluent,1043174
212,4.1,9.13,1.28,5,1.5,4,5.47,1,expert,960703
325,6.48,1.77,9.03,2,0.5,3,6.32,1,exceptional,1040720
122,0.16,0.07,6.72,3,1.0,4,9.51,0,beginner,764283
155,2.81,8.05,8.98,9,1.5,1,6.42,0,exceptional,1141346
317,2.08,0.77,4.47,4,2.0,2,8.27,1,fluent,989471
195,0.42,4.14,4.37,8,1.0,3,7.67,1,expert,955981
207,4.79,6.79,7.85,5,0.5,2,7.98,0,expert,1065211
63,1.82,2.37,0.93,3,1.0,2,7.08,1,beginner,581412
39,7.43,0.84,5.21,10,2.0,1,6.5,1,beginner,928169
28,8.48,7.7,8.36,10,0.5,4,5.24,1,exceptional,1035180
234,5.46,6.3,8.3,6,2.0,1,8.72,1,expert,1248401
185,9.82,9.88,9.56,1,1.5,4,8.73,0,beginner,1230539
40,4.5,3.44,6.98,3,1.0,3,8.35,0,beginner,794681
132,5.13,0.62,2.08,4,2.0,1,8.22,1,exceptional,798798
335,9.89,7.34,0.2,3,1.5,1,6.22,1,exceptional,1084880
251,2.32,5.22,4.79,3,0.5,5,5.11,0,expert,862330
194,9.43,2.13,5.14,10,0.5,0,9.04,1,fluent,1155421
58,0.43,7.82,2.4,8,1.5,1,7.46,1,fluent,851799
275,4.46,2.04,1.25,10,1.5,5,6.53,1,expert,1104898
271,0.7,2.61,5.86,1,0.5,0,5.51,1,fluent,695696
293,7.29,0.93,7.64,5,2.0,4,5.31,1,expert,1061725
165,6.08,3.99,9.93,7,1.5,4,6.74,0,expert,1114933
298,7.07,4.19,7.58,7,2.0,4,9.02,1,beginner,1320892
120,3.74,5.15,7.94,10,0.5,5,9.59,1,fluent,1211311
251,3.69,7.09,6.16,6,2.0,5,9.48,1,expert,1252009
63,0.45,9.06,9.86,9,2.0,0,9.6,0,fluent,1148164
326,3.5,1.38,6.4,10,1.5,4,9.54,1,fluent,1305524
53,9.29,0.54,8.6,3,2.0,2,7.64,1,exceptional,896681
342,3.79,0.19,9.46,6,2.0,1,6.1,0,fluent,1104761
269,8.31,1.44,9.3,9,2.0,5,8.99,0,expert,1389421
260,8.42,6.58,3.81,5,0.5,5,6.07,0,beginner,1084426
209,3.73,7.27,0.79,10,0.5,5,6.34,0,fluent,1020883
296,6.32,7.87,1.72,5,1.0,0,6.17,1,expert,1050371
260,0.95,2.44,0.59,1,0.5,4,7.57,1,exceptional,717740
263,1.04,3.06,1.05,7,0.5,2,6.61,1,fluent,846995
290,0.49,4.83,1.85,7,1.0,1,5.77,0,beginner,878450
89,5.81,0.63,3.41,10,1.0,1,7.27,1,fluent,859260
201,4.26,6.11,5.44,6,1.5,4,9.37,0,expert,1169588
27,5.48,9.84,7.12,10,1.5,2,7.85,0,fluent,1126457
166,5.21,3.61,2.11,8,0.5,0,9.39,1,fluent,970913
182,3.5,7.53,6.73,7,2.0,5,5.98,0,exceptional,1102857
348,6.77,5.0,7.04,8,1.5,5,5.83,0,fluent,1272132
170,7.59,1.28,5.59,8,1.5,4,7.88,1,beginner,1063461
317,0.15,5.82,9.04,5,0.5,1,7.32,1,fluent,1042773
177,2.07,3.0,1.11,1,2.0,5,8.3,0,exceptional,816200
217,7.13,0.34,1.77,6,1.0,1,8.97,1,expert,947708
97,3.87,6.35,4.29,2,1.0,1,8.76,1,fluent,797874
329,6.62,8.59,1.27,6,0.5,4,9.71,0,fluent,1500000
164,3.47,3.45,5.66,8,0.5,3,6.99,0,exceptional,973894
211,3.91,3.9,3.98,9,2.0,3,6.03,1,exceptional,1056282
317,1.59,8.91,2.85,9,0.5,3,7.75,1,exceptional,1218069
85,2.58,8.14,1.7,1,0.5,2,5.55,0,fluent,613866
222,6.05,7.15,3.35,5,0.5,4,6.44,1,beginner,1008802
319,4.33,2.49,6.08,5,2.0,1,6.04,0,exceptional,1043345
343,7.74,9.1,5.76,8,0.5,5,6.98,0,expert,1349630
326,8.53,1.54,1.64,8,1.5,2,5.56,1,fluent,1047984
35,5.42,6.27,1.25,4,2.0,3,5.16,1,expert,727929
86,7.58,0.29,0.27,4,1.5,0,8.28,1,expert,724727
250,3.07,6.44,0.12,8,2.0,2,8.05,1,beginner,1045867
177,4.15,2.77,8.8,7,1.5,2,8.54,1,expert,1049089
223,7.13,4.5,0.45,6,2.0,4,8.3,0,exceptional,1500000
76,3.86,3.45,7.31,7,1.0,5,5.57,1,exceptional,877365
284,5.89,1.73,8.72,5,0.5,2,6.46,0,fluent,1046186
83,1.85,6.22,0.98,2,0.5,5,5.65,1,beginner,590981
96,6.0,8.82,4.36,6,2.0,4,9.21,0,beginner,1128607
172,8.62,9.59,9.62,7,1.5,0,8.73,1,expert,1293507
87,8.69,1.92,8.34,7,1.0,1,6.01,1,beginner,917366
334,7.24,7.17,4.9,0,1.5,1,6.71,0,expert,1010244
267,7.46,6.64,7.63,6,0.5,3,9.83,1,expert,1298495
131,5.58,3.43,8.33,2,0.5,3,7.97,1,beginner,849454
250,5.85,0.19,3.48,1,1.5,0,9.01,0,fluent,874541
337,1.34,6.9,8.92,1,2.0,1,6.32,0,expert,1000639
242,4.44,9.45,4.7,7,2.0,3,6.05,0,exceptional,1150998
265,4.51,6.32,5.28,8,1.5,5,8.92,1,exceptional,1281521
283,9.58,4.35,10.0,2,0.5,2,8.43,0,beginner,1137057
286,4.31,5.25,8.43,2,1.5,4,8.4,0,beginner,1114168
29,5.49,2.0,3.62,5,0.5,3,7.76,1,expert,741689
285,5.33,7.51,0.1,10,1.5,0,7.82,1,expert,1203411
78,6.37,7.46,6.26,9,2.0,1,8.68,1,exceptional,1168500
71,7.48,1.46,7.04,0,1.0,0,6.35,1,expert,645882
239,2.25,8.78,6.51,5,0.5,4,6.76,1,exceptional,1038397
201,5.29,2.69,9.68,2,1.0,4,9.36,1,expert,1064048
33,8.26,9.82,8.63,10,2.0,0,6.54,0,fluent,1133614
123,4.63,3.83,4.49,3,1.5,3,7.73,0,fluent,862823
44,2.78,1.78,0.63,8,2.0,3,8.51,1,exceptional,812151
265,6.55,3.52,4.76,2,1.0,1,10.0,0,fluent,1050701
85,8.24,4.4,6.89,0,2.0,5,7.18,0,fluent,877912
202,0.63,0.69,6.08,2,2.0,1,7.14,0,beginner,766188
86,7.77,5.78,5.38,6,1.5,2,9.21,0,expert,1068758
169,8.22,5.98,4.69,6,1.0,5,9.03,1,beginner,1102292
240,4.62,7.39,2.94,10,1.0,2,8.66,1,exceptional,1221445
27,9.83,0.29,2.77,4,1.0,1,7.32,0,beginner,695453
184,7.87,5.41,5.0,0,0.5,5,6.62,1,exceptional,889810
251,7.74,0.53,1.61,10,2.0,5,8.04,0,fluent,1159787
293,7.48,7.01,3.41,7,1.0,2,9.38,0,beginner,1242864
144,1.51,0.56,3.24,9,2.0,0,9.42,1,fluent,934277
113,2.17,9.12,5.87,7,1.5,3,5.54,0,expert,950828
92,4.64,7.02,0.67,9,1.5,5,7.14,1,fluent,1006121
122,2.64,5.07,8.3,9,0.5,5,7.32,1,expert,1046742
291,4.15,4.42,5.62,9,0.5,2,9.89,1,fluent,1209746
129,8.88,1.31,6.71,1,1.5,5,8.39,1,beginner,916192
347,8.24,2.91,7.03,9,1.0,2,7.04,1,beginner,1224173
147,6.3,8.69,2.91,2,1.5,0,5.13,1,fluent,837707
53,8.58,9.04,4.7,3,2.0,5,7.83,1,exceptional,1007757
161,7.84,0.01,9.56,0,0.5,4,5.48,1,exceptional,788451
219,4.29,5.94,7.67,3,0.5,1,9.17,1,expert,1017528
250,2.01,7.19,9.7,4,1.5,0,8.76,0,expert,1144476
194,5.14,6.19,7.46,2,1.0,4,7.3,1,fluent,970254
33,7.36,0.82,1.76,10,1.0,0,7.15,0,beginner,797468
64,4.36,2.18,0.65,9,2.0,3,9.49,1,expert,911028
49,6.67,2.5,5.78,1,0.5,0,6.44,0,fluent,586497
285,0.94,8.32,3.58,5,1.5,0,6.25,1,expert,957165
250,7.48,4.63,2.75,7,1.5,3,9.7,1,beginner,1207233
148,8.13,4.87,8.07,6,0.5,5,9.05,1,expert,1114137
62,7.07,9.35,3.67,10,1.5,1,9.1,0,fluent,1190673
275,9.67,6.37,3.17,0,0.5,4,5.98,0,expert,961340
200,8.27,8.99,8.5,3,1.0,2,5.72,1,exceptional,1037223
114,9.03,4.57,8.46,2,1.0,1,5.13,0,expert,824402
61,9.34,1.49,3.56,5,1.5,0,6.19,1,beginner,736738
340,8.01,9.3,8.32,8,1.0,2,8.87,0,beginner,1445500
200,6.74,4.59,8.51,8,1.0,3,6.2,0,beginner,1106768
308,0.06,1.82,4.24,6,2.0,1,8.65,0,beginner,1002603
105,4.66,3.02,0.66,8,0.5,5,6.26,1,fluent,794799
138,5.71,0.51,0.02,7,0.5,4,6.98,0,expert,803494
64,3.04,4.68,5.23,4,1.5,1,9.92,0,expert,905208
325,3.18,8.53,3.44,8,0.5,1,6.22,1,expert,1092926
248,9.61,9.34,9.97,6,2.0,5,6.88,1,expert,1368256
342,8.92,9.33,7.72,4,1.5,2,6.51,0,fluent,1296598
139,8.49,1.25,7.61,7,1.5,3,5.55,0,beginner,968184
210,4.06,3.82,9.55,6,0.5,5,7.45,1,expert,1087258
347,0.14,0.28,8.88,8,1.0,3,6.89,1,expert,1080899
80,0.8,8.55,3.18,9,1.0,5,8.47,1,beginner,1009958
64,3.12,3.59,1.66,0,1.0,1,9.09,1,exceptional,655732
64,0.16,6.31,7.46,8,1.0,3,7.72,1,exceptional,966429
261,0.17,7.15,3.78,6,2.0,2,5.16,0,beginner,924747
313,9.17,4.3,4.73,0,1.5,2,8.09,1,expert,1035401
286,7.06,3.06,6.3,0,1.0,4,5.28,1,beginner,882852
240,3.09,9.62,9.08,4,2.0,3,8.08,0,expert,1206011
171,1.33,9.64,4.19,7,1.5,4,8.43,1,expert,1094424
192,5.12,2.89,7.83,8,0.5,5,5.99,1,exceptional,1025876
116,0.05,4.8,2.68,5,0.5,0,9.1,1,exceptional,798163
83,9.38,9.73,6.98,9,2.0,2,9.56,0,expert,1345649
83,4.15,0.05,0.02,7,1.5,1,9.07,1,expert,781523
328,4.02,4.13,8.72,5,1.0,2,6.53,1,expert,1082391
193,3.91,1.0,0.3,10,1.5,0,7.93,1,exceptional,931532
293,0.69,5.09,7.13,5,1.0,1,9.57,1,expert,1090713
69,6.38,0.25,0.46,3,2.0,3,6.6,0,beginner,667232
205,7.33,4.07,2.66,10,1.0,3,9.1,0,fluent,1162578
194,6.76,2.21,4.97,4,2.0,2,5.05,1,fluent,839717
215,1.38,5.33,4.2,1,1.5,1,5.02,1,expert,712799
179,5.79,9.96,1.92,2,1.5,5,8.8,1,beginner,1034171
212,5.69,8.01,3.34,2,1.0,1,8.81,1,expert,976186
31,8.68,8.46,7.28,10,1.5,4,8.94,1,beginner,1219488
157,3.79,6.35,6.69,4,1.0,0,9.65,1,exceptional,980158
259,3.71,0.42,0.72,4,1.5,3,5.59,1,exceptional,770651
69,6.19,2.07,7.47,5,0.5,2,6.16,0,expert,815591
338,6.33,9.25,0.53,4,1.0,1,9.52,1,exceptional,1145985
273,4.69,3.66,5.43,5,2.0,3,5.89,0,expert,1066452
55,4.43,1.04,2.6,7,0.5,2,8.41,0,fluent,773774
47,4.94,7.02,5.88,1,2.0,3,7.65,1,beginner,785186
184,8.61,2.99,2.61,3,1.5,2,5.42,0,beginner,831938
182,4.61,2.69,9.85,5,0.5,3,6.43,0,fluent,957001
63,9.4,9.98,3.1,4,1.5,5,7.6,0,fluent,1019765
106,5.04,8.58,2.42,0,1.0,4,9.26,1,fluent,866609
282,9.49,4.08,2.78,8,2.0,0,8.54,0,fluent,1210743
230,8.33,9.8,8.96,2,1.5,3,8.11,0,exceptional,1241122
101,3.62,6.5,6.36,1,2.0,0,7.48,1,beginner,792366
36,8.64,7.42,7.31,8,2.0,3,6.49,1,beginner,1062342
319,1.1,0.32,9.18,6,1.5,1,5.6,0,fluent,996608
248,9.25,1.22,9.12,4,1.0,4,7.05,1,expert,1110391
37,6.32,6.33,7.39,5,2.0,5,5.14,1,expert,893601
70,0.54,8.99,1.98,10,1.5,4,6.06,0,expert,941674
179,6.44,6.24,8.43,3,1.0,0,7.16,0,expert,1019638
137,9.74,1.34,2.04,0,1.5,1,7.09,0,exceptional,775791
257,0.7,1.16,7.43,3,1.0,2,5.22,1,beginner,738430
41,5.55,8.44,6.86,8,2.0,4,7.95,0,beginner,1136187
247,7.48,1.39,7.59,0,0.5,5,7.75,0,beginner,941792
212,8.1,5.2,5.33,9,1.5,1,5.39,1,expert,1077762
187,4.14,0.37,6.39,2,2.0,1,9.72,1,fluent,910745
350,2.04,0.81,9.53,4,1.5,0,5.5,1,expert,967472
98,0.42,6.72,1.01,6,1.5,5,9.27,1,beginner,868834
257,5.8,6.89,3.09,8,1.0,1,5.0,0,expert,1043593
248,4.53,3.41,6.11,5,1.5,1,9.41,0,fluent,1133209
343,9.49,2.16,9.64,2,1.0,2,5.1,0,fluent,1080817
84,0.61,8.14,0.96,6,2.0,0,8.79,1,expert,863084
246,6.85,2.17,0.23,3,1.5,0,6.81,0,beginner,805179
61,0.25,5.42,0.56,2,2.0,5,8.69,1,exceptional,740861
302,1.71,9.68,0.52,6,0.5,1,7.01,1,beginner,946046
220,4.54,1.48,9.08,10,2.0,2,5.35,1,exceptional,1104257
266,4.55,9.41,7.21,10,1.5,3,8.84,0,beginner,1338839
348,6.86,1.83,6.77,6,0.5,4,5.36,1,expert,1084910
243,9.1,5.67,5.23,3,1.0,0,9.61,0,exceptional,1117933
216,6.39,3.77,7.82,6,0.5,2,5.25,0,beginner,1500000
41,9.54,9.65,1.56,10,1.5,5,7.4,0,expert,1150548
36,8.82,2.74,3.92,1,1.5,2,8.62,1,beginner,740027
217,5.84,4.0,4.9,0,2.0,1,6.97,0,fluent,859847
46,8.34,9.83,1.1,1,1.0,4,6.09,0,fluent,755132
144,6.43,5.36,4.2,3,1.5,0,8.8,1,beginner,941608
234,0.79,5.03,3.17,7,1.5,3,8.92,0,expert,1034544
330,7.41,2.58,0.36,2,1.0,1,9.61,1,beginner,961683
294,0.95,7.01,1.37,9,1.0,0,6.88,0,expert,1007482
216,5.94,0.14,7.64,5,2.0,5,7.53,1,exceptional,1044674
199,7.03,0.5,0.18,5,0.5,0,6.82,1,fluent,747106
309,0.67,5.99,9.34,8,1.0,2,6.29,1,exceptional,1121907
228,2.31,3.42,0.86,8,1.5,4,8.76,1,expert,1023423
188,9.16,9.53,7.99,3,1.0,3,6.7,1,beginner,1101992
275,6.16,9.03,8.99,8,1.5,4,7.14,0,fluent,1337355
251,2.46,7.14,9.41,5,2.0,2,7.02,0,expert,1094554
31,6.91,8.18,8.67,1,0.5,3,8.56,0,expert,933080
53,5.97,6.67,2.88,9,2.0,3,9.59,0,fluent,1105783
57,5.02,1.26,3.33,10,1.0,1,8.33,1,beginner,882206
158,9.76,7.66,4.27,5,1.5,3,7.36,1,fluent,1080736
103,6.83,2.1,1.39,1,1.0,0,8.9,0,beginner,709678
82,3.75,3.23,0.22,7,1.0,4,8.2,1,beginner,825369
50,8.0,8.19,8.69,3,1.0,5,5.3,0,expert,951965
250,8.85,5.37,5.54,4,1.0,5,5.48,1,beginner,1036563
309,1.25,8.6,6.09,7,0.5,4,5.19,1,beginner,1023703
28,2.01,2.13,9.27,10,1.5,1,7.28,0,fluent,932440
123,2.16,6.08,6.65,7,1.0,3,9.13,0,fluent,1038063
63,6.91,0.84,6.91,5,1.5,2,6.57,1,beginner,795636
295,6.03,6.43,7.87,3,0.5,0,6.92,0,expert,1028508
309,6.19,7.63,1.16,0,1.5,1,9.55,0,fluent,1033653
181,9.41,5.85,3.6,6,1.5,3,9.18,0,exceptional,1178501
99,7.76,2.66,9.68,7,0.5,5,8.33,0,expert,1085207
312,1.28,0.31,9.23,8,1.0,2,6.33,1,fluent,1066735
154,3.48,1.19,8.84,1,1.5,3,5.59,1,fluent,756883
199,4.35,6.22,4.52,0,2.0,1,5.08,1,exceptional,791449
108,3.96,9.34,8.57,3,1.5,2,5.54,1,beginner,914932
46,6.69,2.07,0.48,4,1.0,2,6.46,0,fluent,655992
51,8.92,7.35,1.49,9,2.0,2,7.76,0,exceptional,1062136
219,3.06,8.66,4.14,0,1.0,2,5.32,0,exceptional,794047
260,5.52,5.21,4.83,4,1.5,3,5.68,1,fluent,987631
116,7.89,6.69,2.64,5,0.5,2,5.91,1,expert,864708
45,4.16,8.15,3.56,2,1.0,3,8.16,1,fluent,796264
327,1.68,2.61,1.63,6,1.0,2,8.08,1,exceptional,959969
108,4.75,2.97,4.89,5,0.5,2,7.75,0,fluent,843101
286,0.55,0.01,7.94,3,1.5,1,6.25,0,expert,845378
171,9.42,9.63,6.61,2,1.0,3,6.86,0,beginner,1056734
281,0.75,9.18,1.08,4,1.5,5,5.48,1,beginner,901055
